project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ-0000944,COMP-0102,Data Migration Solution,2021-09-16,2021-10-15,Planning,Digital Process Automation,53,1190723.56,3638732.13,305.59,Compliance,Capgemini,France,Manufacturing,8412,true,false
PRJ-0000945,COMP-0109,Data Migration Platform,2021-07-18,2021-09-26,On Hold,Intelligent Process Automation,39,579753.38,1071790.07,184.87,Operations,KPMG,United Kingdom,Telecom,15336,true,false
PRJ-0000946,COMP-0187,Quality Assurance Automation,2020-11-18,2021-09-10,Failed,AI + RPA,12,773734.85,-23598.91,-3.05,Human Resources,EY,United Kingdom,Technology,18764,true,true
PRJ-0000947,COMP-0070,Payroll Automation Solution,2020-01-28,2022-01-04,Completed,Intelligent Process Automation,14,1961616.88,5857191.84,298.59,Human Resources,EY,Netherlands,Telecom,18795,true,true
PRJ-0000948,COMP-0034,Accounts Payable Solution,2020-02-13,2020-03-18,In Progress,Cognitive Automation,12,1168302.21,1419253.52,121.48,Compliance,BCG,Germany,Technology,18201,false,true
PRJ-0000949,COMP-0059,Invoice Processing Platform,2023-05-12,2025-11-28,In Progress,Digital Process Automation,49,622474.98,2019433.33,324.42,Operations,Cognizant,Australia,Healthcare,7805,false,true
PRJ-0000950,COMP-0043,Fraud Detection Framework,2021-01-11,2023-10-07,Failed,Cognitive Automation,55,826778.42,-329884.59,-39.9,IT,Tata Consultancy Services,Poland,Insurance,7351,true,true
PRJ-0000951,COMP-0031,Contract Management Module,2021-12-25,2021-09-04,Completed,Cognitive Automation,50,1271691.19,2730702.49,214.73,Operations,Deloitte,Brazil,Banking,10173,true,true
PRJ-0000952,COMP-0179,Financial Reconciliation Engine,2022-03-26,2024-11-17,Planning,AI + RPA,75,401796.24,64247.22,15.99,Supply Chain,Capgemini,Canada,Manufacturing,23291,false,false
PRJ-0000953,COMP-0123,Document Processing Automation,2023-04-06,2025-02-12,Failed,Intelligent Process Automation,12,745936.92,-363047.5,-48.67,Legal,Capgemini,France,Energy,9536,false,true
PRJ-0000954,COMP-0137,Invoice Processing Pipeline,2023-04-24,2024-09-18,On Hold,Robotic Process Automation,80,101723.25,317356.2,311.98,Supply Chain,PwC,Japan,Banking,9719,true,false
PRJ-0000955,COMP-0168,IT Service Management Pipeline,2020-03-23,2022-05-14,Completed,Digital Process Automation,95,1735465.73,1419610.97,81.8,Customer Service,EY,Australia,Telecom,18433,true,false
PRJ-0000956,COMP-0194,Fraud Detection System,2022-04-16,2022-01-08,In Progress,Robotic Process Automation,66,189501.01,746709.78,394.04,Legal,Tata Consultancy Services,Poland,Technology,18154,false,true
PRJ-0000957,COMP-0147,Quality Assurance System,2020-09-20,2020-09-17,Failed,Digital Process Automation,9,797725.08,-346212.68,-43.4,Customer Service,KPMG,Poland,Banking,2923,false,false
PRJ-0000958,COMP-0132,Workflow Orchestration Automation,2020-06-04,2020-12-22,In Progress,AI + RPA,25,818602.12,3027518.08,369.84,Legal,Wipro,Singapore,Technology,2963,true,true
PRJ-0000959,COMP-0039,Email Automation Bot,2021-04-04,2021-06-06,On Hold,Intelligent Process Automation,91,213525.78,442980.58,207.46,Compliance,BCG,Singapore,Retail,13926,false,false
PRJ-0000960,COMP-0120,Financial Reconciliation Platform,2021-09-04,2022-03-22,Completed,Intelligent Process Automation,64,1082916.39,3573732.38,330.01,Finance,KPMG,United Kingdom,Insurance,16942,true,true
PRJ-0000961,COMP-0200,Quality Assurance Tool,2020-03-13,2020-09-21,Completed,Intelligent Process Automation,52,1766792.54,839049.78,47.49,Finance,EY,Poland,Insurance,17720,false,false
PRJ-0000962,COMP-0007,Order Management Framework,2023-04-25,2025-07-17,In Progress,Digital Process Automation,39,1792878.02,5034222.19,280.79,Human Resources,Deloitte,Netherlands,Technology,14957,false,true
PRJ-0000963,COMP-0177,Fraud Detection Bot,2021-05-17,2021-03-07,Completed,Digital Process Automation,6,1247011.52,2993949.96,240.09,Finance,Capgemini,India,Logistics,11398,true,true
PRJ-0000964,COMP-0095,Report Generation Tool,2023-12-17,2024-06-16,Planning,Intelligent Process Automation,97,1714072.35,6344467.4,370.14,Finance,EY,Australia,Telecom,679,true,true
PRJ-0000965,COMP-0023,Email Automation System,2021-10-27,2022-01-12,Completed,Digital Process Automation,99,1679630.77,304013.17,18.1,Customer Service,Infosys,Singapore,Technology,20024,false,false
PRJ-0000966,COMP-0107,Order Management Tool,2023-10-14,2024-03-05,In Progress,Cognitive Automation,98,1125625.72,270825.55,24.06,IT,Cognizant,United States,Telecom,4323,false,false
PRJ-0000967,COMP-0116,Financial Reconciliation Bot,2020-10-23,2021-02-08,In Progress,Cognitive Automation,45,778411.98,490166.02,62.97,Operations,PwC,United States,Pharma,12394,true,false
PRJ-0000968,COMP-0076,Vendor Management Solution,2020-07-17,2020-01-14,Completed,Digital Process Automation,17,1420144.32,4862006.09,342.36,Customer Service,Deloitte,Japan,Energy,10712,false,false
PRJ-0000969,COMP-0034,Returns Processing Framework,2022-08-28,2023-04-25,Failed,AI + RPA,63,1023152.96,3478.72,0.34,Legal,EY,Australia,Retail,15762,false,true
PRJ-0000970,COMP-0130,Employee Offboarding Framework,2020-10-12,2021-03-18,On Hold,Robotic Process Automation,76,443216.48,341453.98,77.04,Sales,Cognizant,Germany,Healthcare,20169,true,false
PRJ-0000971,COMP-0173,Financial Reconciliation Bot,2021-05-19,2022-08-11,Planning,Cognitive Automation,32,531206.86,2004562.21,377.36,IT,Infosys,India,Retail,6173,true,true
PRJ-0000972,COMP-0107,Supply Chain Reconciliation Bot,2023-10-02,2025-03-27,Planning,Cognitive Automation,75,1952749.15,1828749.58,93.65,Marketing,Infosys,United States,Insurance,4574,true,false
PRJ-0000973,COMP-0188,Document Processing Pipeline,2023-04-08,2024-11-14,In Progress,Robotic Process Automation,16,1755932.76,3254270.18,185.33,Legal,Accenture,Singapore,Telecom,3805,false,true
PRJ-0000974,COMP-0020,Regulatory Reporting Tool,2020-09-19,2022-03-24,Completed,Robotic Process Automation,49,1604006.55,1839635.11,114.69,Sales,IBM,Brazil,Retail,1621,true,true
PRJ-0000975,COMP-0087,Customer Service Bot Automation,2021-04-17,2021-04-02,Planning,Robotic Process Automation,74,1399181.16,4331305.2,309.56,Compliance,Capgemini,Netherlands,Technology,2339,true,true
PRJ-0000976,COMP-0168,Purchase Order Processing Module,2022-01-07,2024-04-23,Failed,Cognitive Automation,52,1639313.79,-781296.95,-47.66,Human Resources,Tata Consultancy Services,Poland,Banking,8667,true,false
PRJ-0000977,COMP-0011,Fraud Detection System,2022-05-21,2022-01-22,In Progress,Cognitive Automation,92,786179.51,1068103.48,135.86,Compliance,PwC,Singapore,Healthcare,11271,false,true
PRJ-0000978,COMP-0069,Email Automation Solution,2020-02-13,2021-05-10,Planning,Robotic Process Automation,27,115805.06,139568.26,120.52,Legal,Wipro,Japan,Pharma,7142,false,false
PRJ-0000979,COMP-0177,Risk Assessment Framework,2020-10-28,2020-05-23,On Hold,Digital Process Automation,80,898603.42,2820806.0,313.91,Customer Service,Capgemini,India,Energy,19682,false,true
PRJ-0000980,COMP-0126,Compliance Monitoring Pipeline,2022-02-09,2022-08-02,Completed,AI + RPA,93,1944313.62,873385.68,44.92,Compliance,Tata Consultancy Services,Brazil,Energy,21352,true,true
PRJ-0000981,COMP-0069,IT Service Management Pipeline,2023-02-03,2024-08-19,Completed,Cognitive Automation,53,1876379.9,4371402.25,232.97,Human Resources,Accenture,France,Logistics,22215,false,true
PRJ-0000982,COMP-0074,Payroll Automation Automation,2021-05-06,2021-10-10,Completed,Robotic Process Automation,13,215019.38,75127.77,34.94,Finance,Cognizant,Germany,Banking,5785,true,true
PRJ-0000983,COMP-0133,Claims Processing Engine,2022-11-23,2023-09-26,Completed,Cognitive Automation,67,1019771.32,2114189.9,207.32,Finance,IBM,France,Logistics,20453,true,true
PRJ-0000984,COMP-0080,Customer Service Bot Pipeline,2023-01-15,2023-03-14,On Hold,AI + RPA,75,823865.68,1188014.31,144.2,Customer Service,Wipro,Japan,Banking,24766,false,true
PRJ-0000985,COMP-0137,Billing Automation Framework,2020-06-13,2022-10-04,On Hold,Digital Process Automation,45,676303.39,1628809.08,240.84,Marketing,Infosys,Netherlands,Energy,16618,true,false
PRJ-0000986,COMP-0133,Master Data Management System,2020-03-26,2022-08-17,On Hold,Cognitive Automation,26,1052887.1,3660993.74,347.71,Legal,Capgemini,United Kingdom,Insurance,17123,true,true
PRJ-0000987,COMP-0120,Billing Automation Pipeline,2023-05-10,2024-11-27,On Hold,Intelligent Process Automation,25,506263.86,1543446.63,304.87,Human Resources,Infosys,France,Energy,10719,false,true
PRJ-0000988,COMP-0123,Contract Management Tool,2020-09-21,2021-08-25,Failed,AI + RPA,59,465582.71,-19973.5,-4.29,Compliance,Accenture,Brazil,Healthcare,1138,true,false
PRJ-0000989,COMP-0086,Vendor Management Bot,2021-11-17,2022-12-06,In Progress,Robotic Process Automation,21,913857.48,1074879.17,117.62,Compliance,PwC,United States,Banking,10817,true,false
PRJ-0000990,COMP-0153,Sales Order Processing System,2021-09-27,2021-10-03,Planning,Robotic Process Automation,54,458786.44,1803718.89,393.15,Compliance,Wipro,United Kingdom,Technology,17652,true,false
PRJ-0000991,COMP-0199,Compliance Monitoring Engine,2023-01-03,2025-10-03,Planning,Cognitive Automation,29,1127902.08,4027061.59,357.04,Compliance,Infosys,Brazil,Manufacturing,3828,true,true
PRJ-0000992,COMP-0026,Audit Trail Automation,2020-01-10,2021-09-05,Planning,Intelligent Process Automation,6,1893956.72,6522218.76,344.37,Supply Chain,Tata Consultancy Services,United Kingdom,Healthcare,10665,true,false
PRJ-0000993,COMP-0150,Billing Automation Framework,2021-09-19,2022-03-19,Planning,Cognitive Automation,54,429224.99,1351286.11,314.82,Customer Service,Accenture,Poland,Energy,8092,false,false
PRJ-0000994,COMP-0047,Data Migration Bot,2023-09-11,2023-04-11,Planning,Robotic Process Automation,61,1934796.67,2422558.91,125.21,Compliance,Cognizant,India,Insurance,9303,false,false
PRJ-0000995,COMP-0179,Tax Filing Framework,2021-12-03,2023-07-06,Failed,Robotic Process Automation,77,149093.52,8215.05,5.51,Compliance,IBM,Singapore,Technology,20691,true,true
PRJ-0000996,COMP-0133,Financial Reconciliation Engine,2023-12-07,2024-02-24,Completed,AI + RPA,52,1916699.42,6276615.59,327.47,Compliance,PwC,United Kingdom,Telecom,3090,false,false
PRJ-0000997,COMP-0031,Quality Assurance Solution,2021-01-18,2023-02-05,In Progress,Robotic Process Automation,5,1930950.33,1527574.81,79.11,Supply Chain,Deloitte,France,Energy,21578,false,false
PRJ-0000998,COMP-0012,Returns Processing Tool,2023-01-25,2025-10-02,Completed,Cognitive Automation,37,1910338.75,1544508.88,80.85,Customer Service,Capgemini,Australia,Manufacturing,18669,false,false
PRJ-0000999,COMP-0157,Vendor Management Platform,2023-07-26,2023-03-12,On Hold,Cognitive Automation,74,252936.96,58124.91,22.98,Human Resources,EY,Japan,Energy,1585,true,false
PRJ-0001000,COMP-0068,Compliance Monitoring Engine,2023-06-18,2023-05-08,Completed,Intelligent Process Automation,82,1350503.43,3192455.06,236.39,Sales,Accenture,Japan,Retail,8281,true,true
PRJ-0001001,COMP-0066,Accounts Payable Automation,2020-06-16,2020-01-11,On Hold,Digital Process Automation,40,1135357.76,1780922.18,156.86,Human Resources,Accenture,Poland,Banking,3704,false,false
PRJ-0001002,COMP-0100,Inventory Management Framework,2023-08-14,2025-07-11,Completed,AI + RPA,81,1371484.93,4348978.71,317.1,Marketing,IBM,Canada,Manufacturing,10285,true,false
PRJ-0001003,COMP-0181,Returns Processing Tool,2020-01-24,2020-06-05,Completed,Digital Process Automation,44,1849229.67,1417064.7,76.63,IT,Cognizant,India,Energy,12555,true,true
PRJ-0001004,COMP-0041,Sales Order Processing Framework,2020-05-26,2021-10-23,Failed,Digital Process Automation,78,567334.62,-247981.96,-43.71,Customer Service,Cognizant,France,Telecom,11700,true,true
PRJ-0001005,COMP-0200,Expense Reporting Engine,2021-08-18,2023-03-10,Completed,Intelligent Process Automation,63,731354.6,1201030.52,164.22,Sales,Wipro,Australia,Energy,23362,true,false
PRJ-0001006,COMP-0079,IT Service Management Automation,2021-04-16,2021-01-09,Planning,Cognitive Automation,93,551937.08,1652941.17,299.48,Finance,EY,France,Pharma,9781,true,false
PRJ-0001007,COMP-0122,Trade Reconciliation Tool,2023-12-24,2024-06-09,Planning,Cognitive Automation,23,1433006.91,2041891.55,142.49,Compliance,PwC,Poland,Telecom,3147,true,false
PRJ-0001008,COMP-0006,Report Generation Engine,2023-01-23,2023-05-10,In Progress,Cognitive Automation,28,380419.64,948918.75,249.44,Compliance,Cognizant,Japan,Banking,15834,false,true
PRJ-0001009,COMP-0031,Order Management Bot,2023-05-07,2025-03-07,On Hold,Cognitive Automation,81,281127.9,694638.93,247.09,Legal,Capgemini,Australia,Healthcare,12206,true,false
PRJ-0001010,COMP-0162,Vendor Management Tool,2023-10-20,2023-02-19,In Progress,AI + RPA,60,1929829.25,4966415.57,257.35,Human Resources,EY,United States,Logistics,15332,false,true
PRJ-0001011,COMP-0151,Supply Chain Reconciliation Framework,2023-07-28,2025-02-02,Failed,Cognitive Automation,47,112516.88,33316.25,29.61,Finance,BCG,United Kingdom,Technology,7925,true,true
PRJ-0001012,COMP-0090,Billing Automation Framework,2023-12-04,2025-08-03,Planning,Intelligent Process Automation,67,1745903.51,1641673.07,94.03,Sales,Tata Consultancy Services,Japan,Technology,10248,false,false
PRJ-0001013,COMP-0088,Returns Processing Framework,2021-07-12,2022-08-03,Planning,AI + RPA,24,451256.38,1674838.05,371.15,Supply Chain,Wipro,India,Logistics,22933,true,true
PRJ-0001014,COMP-0058,Claims Processing Tool,2022-12-05,2023-04-25,Completed,Robotic Process Automation,87,790699.85,1219812.66,154.27,Supply Chain,IBM,Brazil,Telecom,6558,false,true
PRJ-0001015,COMP-0162,Regulatory Reporting Bot,2021-11-25,2021-02-04,On Hold,Cognitive Automation,55,232980.95,495014.62,212.47,Finance,BCG,Japan,Telecom,17128,false,true
PRJ-0001016,COMP-0054,Inventory Management Engine,2020-07-16,2022-06-27,Completed,AI + RPA,98,1891456.93,4787088.34,253.09,Finance,KPMG,Netherlands,Energy,11466,false,true
PRJ-0001017,COMP-0072,Inventory Management Solution,2020-09-05,2022-03-06,On Hold,Cognitive Automation,25,1160923.18,4172009.63,359.37,IT,Deloitte,Germany,Insurance,11143,true,true
PRJ-0001018,COMP-0083,IT Service Management Tool,2020-12-18,2022-11-17,Completed,AI + RPA,91,1613181.36,5132336.5,318.15,IT,Capgemini,Canada,Logistics,7759,true,true
PRJ-0001019,COMP-0051,Credit Risk Analysis Solution,2020-06-01,2022-08-21,Failed,Cognitive Automation,22,1196579.29,62940.07,5.26,Finance,IBM,France,Energy,3559,true,false
PRJ-0001020,COMP-0005,Credit Risk Analysis System,2023-07-10,2025-07-13,Completed,Cognitive Automation,94,106803.76,229884.41,215.24,Finance,Capgemini,India,Healthcare,13946,false,true
PRJ-0001021,COMP-0053,Supply Chain Reconciliation Platform,2023-01-25,2024-05-16,On Hold,Cognitive Automation,12,1953836.97,2852601.98,146.0,Marketing,PwC,Australia,Energy,12758,true,true
PRJ-0001022,COMP-0039,Workflow Orchestration Automation,2022-09-21,2023-05-04,Planning,Intelligent Process Automation,8,1510650.77,3865151.06,255.86,Compliance,KPMG,Japan,Manufacturing,8194,false,true
PRJ-0001023,COMP-0140,Quality Assurance Framework,2022-12-17,2024-08-27,In Progress,Digital Process Automation,6,610884.9,1391534.71,227.79,Finance,Wipro,United Kingdom,Healthcare,20243,true,false
PRJ-0001024,COMP-0195,Inventory Management Automation,2022-01-07,2022-07-18,Planning,AI + RPA,18,1600694.75,4702521.04,293.78,Human Resources,Cognizant,United States,Retail,5095,true,true
PRJ-0001025,COMP-0003,Workflow Orchestration System,2022-11-07,2024-08-28,In Progress,AI + RPA,57,712979.66,2646081.41,371.13,Sales,Deloitte,Germany,Banking,5034,true,true
PRJ-0001026,COMP-0140,Billing Automation Framework,2023-04-13,2024-12-03,Failed,Intelligent Process Automation,26,667349.2,-244516.75,-36.64,Compliance,EY,India,Retail,21621,false,false
PRJ-0001027,COMP-0171,Financial Reconciliation Engine,2021-01-03,2023-03-08,On Hold,Cognitive Automation,58,1047757.79,2990300.73,285.4,Supply Chain,Deloitte,United Kingdom,Telecom,2031,false,true
PRJ-0001028,COMP-0198,Customer Onboarding KYC Bot,2023-10-07,2025-05-14,Planning,AI + RPA,48,1639950.11,966258.6,58.92,Supply Chain,Capgemini,Brazil,Telecom,5614,true,true
PRJ-0001029,COMP-0064,Inventory Management Engine,2020-04-27,2021-05-23,Completed,AI + RPA,19,1057895.81,4051423.58,382.97,Marketing,Deloitte,United States,Manufacturing,6538,false,false
PRJ-0001030,COMP-0199,Document Processing Engine,2022-02-20,2023-12-10,Planning,AI + RPA,19,105859.89,99836.46,94.31,Operations,Capgemini,Netherlands,Retail,19376,true,true
PRJ-0001031,COMP-0071,Data Migration Automation,2023-10-24,2024-09-09,Completed,Digital Process Automation,18,1552412.55,5004046.61,322.34,Legal,PwC,France,Logistics,9465,false,false
PRJ-0001032,COMP-0094,Email Automation Engine,2020-01-09,2021-04-25,On Hold,Intelligent Process Automation,87,536064.11,169342.65,31.59,Marketing,BCG,France,Energy,9258,true,true
PRJ-0001033,COMP-0199,Order Management Tool,2020-08-01,2021-01-07,In Progress,Robotic Process Automation,74,1017083.32,3057352.46,300.6,Legal,Accenture,France,Manufacturing,17137,false,false
PRJ-0001034,COMP-0060,Invoice Processing Platform,2023-04-02,2024-07-01,In Progress,Digital Process Automation,49,458986.47,1770035.42,385.64,Legal,PwC,France,Manufacturing,21462,false,false
PRJ-0001035,COMP-0145,Billing Automation Pipeline,2020-04-25,2022-06-28,Completed,Intelligent Process Automation,30,1154881.36,4422387.19,382.93,IT,BCG,France,Insurance,1298,false,true
PRJ-0001036,COMP-0146,Fraud Detection Automation,2023-10-09,2023-03-14,Completed,Robotic Process Automation,16,1070919.51,268158.25,25.04,Finance,KPMG,Brazil,Energy,1816,true,true
PRJ-0001037,COMP-0030,Invoice Processing Pipeline,2021-03-11,2023-09-11,Planning,Cognitive Automation,33,702020.52,1854948.82,264.23,Legal,IBM,United States,Banking,22099,false,true
PRJ-0001038,COMP-0095,Data Migration Engine,2022-02-10,2022-05-25,In Progress,Robotic Process Automation,45,617154.61,1629226.45,263.99,Finance,Accenture,Singapore,Logistics,20381,true,false
PRJ-0001039,COMP-0088,Claims Processing Automation,2023-05-17,2024-03-08,Planning,Intelligent Process Automation,58,327933.77,1250345.88,381.28,Compliance,BCG,France,Telecom,9403,true,false
PRJ-0001040,COMP-0115,HR Onboarding Tool,2020-03-03,2021-12-12,Completed,Cognitive Automation,31,1693470.83,813374.04,48.03,Compliance,EY,France,Technology,10434,false,false
PRJ-0001041,COMP-0127,Purchase Order Processing Pipeline,2023-10-28,2023-09-03,In Progress,Cognitive Automation,32,1382518.0,235995.82,17.07,Legal,KPMG,Japan,Manufacturing,10675,false,true
PRJ-0001042,COMP-0045,Trade Reconciliation Platform,2020-05-13,2020-05-24,Failed,AI + RPA,7,903403.75,-137136.69,-15.18,Supply Chain,Infosys,Germany,Pharma,16551,false,true
PRJ-0001043,COMP-0053,IT Service Management Framework,2020-05-26,2022-04-08,On Hold,Intelligent Process Automation,11,582065.9,1726814.91,296.67,Legal,Capgemini,Netherlands,Banking,5494,true,false
PRJ-0001044,COMP-0104,Fraud Detection Pipeline,2020-11-16,2020-01-13,Failed,Robotic Process Automation,98,1694303.26,403921.9,23.84,Finance,Accenture,Japan,Banking,9190,false,true
PRJ-0001045,COMP-0046,Vendor Management Platform,2022-02-24,2022-06-01,Completed,AI + RPA,64,220447.56,445833.15,202.24,IT,Capgemini,United States,Healthcare,17975,false,false
PRJ-0001046,COMP-0106,Inventory Management Platform,2022-11-06,2023-05-11,In Progress,Intelligent Process Automation,31,400094.86,664477.54,166.08,Legal,EY,India,Logistics,17222,false,false
PRJ-0001047,COMP-0070,Customer Onboarding KYC Pipeline,2021-07-14,2021-04-10,Completed,Digital Process Automation,32,1066627.02,806263.36,75.59,Human Resources,Accenture,Poland,Telecom,17328,true,true
PRJ-0001048,COMP-0107,Vendor Management Tool,2023-12-19,2025-09-28,In Progress,Robotic Process Automation,79,965661.78,3162832.03,327.53,Supply Chain,Capgemini,Netherlands,Pharma,19785,true,true
PRJ-0001049,COMP-0065,Claims Processing Solution,2022-11-25,2022-06-13,Failed,Digital Process Automation,48,926487.75,170288.45,18.38,Customer Service,PwC,United States,Manufacturing,17240,true,false
PRJ-0001050,COMP-0152,Financial Reconciliation Platform,2021-08-06,2023-12-10,Completed,Intelligent Process Automation,89,670068.97,2308789.64,344.56,Legal,PwC,Singapore,Manufacturing,13155,true,true
PRJ-0001051,COMP-0182,Compliance Monitoring Pipeline,2023-04-03,2024-08-05,Failed,Digital Process Automation,51,591398.21,32467.76,5.49,Finance,BCG,Germany,Logistics,9337,true,false
PRJ-0001052,COMP-0042,Master Data Management Tool,2021-09-12,2021-11-19,In Progress,Intelligent Process Automation,12,338092.97,1156920.33,342.19,Customer Service,BCG,Netherlands,Pharma,17521,true,false
PRJ-0001053,COMP-0115,Document Processing Module,2020-12-03,2021-06-20,On Hold,Digital Process Automation,47,869817.86,1450160.34,166.72,Operations,PwC,France,Telecom,12904,false,true
PRJ-0001054,COMP-0176,Regulatory Reporting Engine,2020-12-07,2020-07-23,Completed,Intelligent Process Automation,24,681269.28,1202985.29,176.58,Legal,BCG,India,Logistics,24767,true,false
PRJ-0001055,COMP-0196,Sales Order Processing Automation,2022-05-08,2023-11-26,On Hold,Robotic Process Automation,28,1655645.77,1246701.26,75.3,Compliance,EY,Germany,Logistics,8235,true,false
PRJ-0001056,COMP-0085,Invoice Processing Engine,2020-07-14,2022-09-28,In Progress,Robotic Process Automation,87,755477.96,2962153.53,392.09,Human Resources,Tata Consultancy Services,United States,Energy,5403,true,true
PRJ-0001057,COMP-0173,Data Validation Pipeline,2020-02-26,2021-12-10,On Hold,AI + RPA,9,315174.4,265881.12,84.36,Operations,Deloitte,United Kingdom,Retail,569,true,true
PRJ-0001058,COMP-0150,Credit Risk Analysis Platform,2023-05-17,2025-05-23,On Hold,Robotic Process Automation,42,1888291.13,4589491.59,243.05,Supply Chain,Deloitte,Poland,Banking,10310,true,false
PRJ-0001059,COMP-0155,Expense Reporting Solution,2023-12-12,2025-11-10,On Hold,AI + RPA,68,1265331.86,2132084.18,168.5,Legal,BCG,United States,Technology,13725,true,false
PRJ-0001060,COMP-0070,Asset Tracking Automation,2023-09-03,2023-02-26,In Progress,Cognitive Automation,10,1279689.89,724176.51,56.59,IT,Wipro,Australia,Telecom,15350,false,true
PRJ-0001061,COMP-0153,Risk Assessment Engine,2020-02-17,2021-12-06,On Hold,AI + RPA,28,1971924.86,6408952.99,325.01,Sales,EY,Canada,Pharma,8433,false,true
PRJ-0001062,COMP-0016,Regulatory Reporting Module,2020-09-06,2022-06-24,In Progress,AI + RPA,14,472428.58,1819605.92,385.16,Finance,Wipro,France,Energy,4222,false,false
PRJ-0001063,COMP-0046,Report Generation System,2020-11-28,2021-05-10,In Progress,Cognitive Automation,36,1506937.7,2717912.84,180.36,Customer Service,PwC,United Kingdom,Retail,16504,false,true
PRJ-0001064,COMP-0077,Order Management Automation,2020-05-18,2020-12-24,Planning,Digital Process Automation,64,1111019.55,3829351.08,344.67,IT,KPMG,Poland,Insurance,15835,false,false
PRJ-0001065,COMP-0045,Workflow Orchestration Bot,2023-04-19,2025-11-16,In Progress,Digital Process Automation,14,1785593.88,3190320.59,178.67,Supply Chain,Wipro,Australia,Banking,20083,false,false
PRJ-0001066,COMP-0182,Asset Tracking Pipeline,2023-10-15,2024-08-19,Planning,Intelligent Process Automation,90,207170.67,626173.35,302.25,Human Resources,IBM,Netherlands,Healthcare,14147,false,false
PRJ-0001067,COMP-0101,Workflow Orchestration Framework,2023-12-15,2025-08-08,Completed,Digital Process Automation,47,490959.37,1512744.01,308.12,Human Resources,Infosys,Poland,Retail,12610,true,true
PRJ-0001068,COMP-0144,Sales Order Processing Engine,2020-08-27,2020-03-20,On Hold,Intelligent Process Automation,39,1809924.01,2571540.03,142.08,Compliance,Cognizant,Poland,Banking,24572,true,true
PRJ-0001069,COMP-0151,IT Ticket Classification Module,2021-01-01,2022-03-18,Planning,Cognitive Automation,54,1329265.26,4791735.41,360.48,Compliance,Infosys,Germany,Insurance,771,true,false
PRJ-0001070,COMP-0135,Trade Reconciliation Tool,2023-02-14,2024-03-18,In Progress,Cognitive Automation,33,902768.32,349461.62,38.71,Finance,Tata Consultancy Services,India,Manufacturing,21548,true,false
PRJ-0001071,COMP-0009,Accounts Payable Engine,2020-01-25,2020-02-12,Planning,Digital Process Automation,91,986627.05,331901.34,33.64,Human Resources,Cognizant,Poland,Healthcare,7848,true,true
PRJ-0001072,COMP-0068,Credit Risk Analysis Pipeline,2023-12-21,2024-01-09,On Hold,Robotic Process Automation,27,424154.11,311965.35,73.55,Legal,PwC,Australia,Logistics,7574,true,true
PRJ-0001073,COMP-0082,Audit Trail Platform,2023-06-23,2024-12-14,Completed,Cognitive Automation,42,1511596.42,3629343.0,240.1,IT,Capgemini,United States,Banking,8371,true,true
PRJ-0001074,COMP-0109,Data Validation Pipeline,2023-01-22,2025-10-27,Failed,Intelligent Process Automation,43,1492039.43,358835.48,24.05,Finance,KPMG,Canada,Manufacturing,9195,true,true
PRJ-0001075,COMP-0112,Fraud Detection Module,2020-05-02,2020-05-03,Planning,Robotic Process Automation,26,1348877.43,2446458.99,181.37,IT,Accenture,Poland,Pharma,24813,false,true
PRJ-0001076,COMP-0066,Procure to Pay Engine,2020-07-20,2020-11-14,In Progress,Intelligent Process Automation,70,830363.9,2929191.69,352.76,Finance,PwC,France,Insurance,752,true,true
PRJ-0001077,COMP-0054,Trade Reconciliation Module,2023-06-17,2023-10-03,Completed,Intelligent Process Automation,86,500468.87,225861.6,45.13,Customer Service,Infosys,Netherlands,Energy,24697,true,false
PRJ-0001078,COMP-0067,Billing Automation Pipeline,2020-05-16,2022-05-20,Completed,Cognitive Automation,23,218418.79,178404.47,81.68,Compliance,PwC,Poland,Banking,21748,false,false
PRJ-0001079,COMP-0027,Financial Reconciliation Pipeline,2021-04-01,2022-05-23,On Hold,AI + RPA,90,161218.5,620836.32,385.09,Supply Chain,Wipro,Brazil,Telecom,10330,false,false
PRJ-0001080,COMP-0027,HR Onboarding Automation,2023-04-24,2024-01-10,Completed,Robotic Process Automation,51,1602980.32,2411844.19,150.46,Human Resources,Cognizant,Brazil,Banking,22357,true,true
PRJ-0001081,COMP-0042,Data Migration Tool,2021-03-10,2023-03-10,Failed,Intelligent Process Automation,84,1964170.36,-701994.49,-35.74,Finance,Cognizant,India,Banking,17794,true,true
PRJ-0001082,COMP-0068,Workflow Orchestration Bot,2022-04-17,2023-02-05,Completed,AI + RPA,42,777671.64,1801243.05,231.62,Operations,Wipro,Netherlands,Manufacturing,11925,false,false
PRJ-0001083,COMP-0006,Financial Reconciliation Framework,2023-08-22,2023-09-25,On Hold,Robotic Process Automation,16,928414.63,1305072.45,140.57,IT,Infosys,Poland,Logistics,9890,true,true
PRJ-0001084,COMP-0163,Employee Offboarding Bot,2022-02-01,2023-06-25,On Hold,Digital Process Automation,33,625304.69,1596090.22,255.25,Marketing,Accenture,Canada,Logistics,23973,false,true
PRJ-0001085,COMP-0187,Trade Reconciliation Module,2022-06-02,2023-11-09,On Hold,Cognitive Automation,8,1236773.31,2318207.89,187.44,Compliance,Capgemini,United States,Logistics,15750,true,true
